symbol,shares,avg_price,value,last_buy_date,last_sell_date
APD,0.041593303534456,240.42331698216609,9.999999999999963,2025-11-03,
ARE,0.3617479432478213,55.28711461477104,19.999999999999986,2025-11-06,
MO,0.2642815880834471,56.75764289438027,14.999999999999995,2025-11-04,
AMT,0.0279360829106929,178.97999572753906,4.999999999999992,2025-11-01,
AWK,0.0785859323890545,127.24923782151122,9.999999999999996,2025-11-03,
AMP,0.0331384094490131,452.6469510577737,14.999999999999899,2025-11-04,
APTV,0.1844446528924075,81.32520929598309,14.999999999999991,2025-11-04,
AJG,0.0405730770816056,246.46885864453213,9.999999999999957,2025-11-03,
ADP,0.0386475973604157,258.7482969961373,9.999999999999975,2025-11-03,
AVB,0.0573840945072087,174.2643163733072,9.999999999999977,2025-11-03,
BALL,0.1063829787234042,47.0,4.999999999999997,2025-11-01,
BAX,1.100832716008337,18.168064692445544,20.0,2025-11-05,
XYZ,0.20329116490925103,73.78579392122614,14.999999999999996,2025-11-06,
BA,0.0743847634576333,201.65420044043552,14.999999999999968,2025-11-04,
BRO,0.126843355181349,78.83739740014691,9.999999999999996,2025-11-03,
BLDR,0.13337940641629745,112.46113926450317,14.999999999999995,2025-11-06,
CBRE,0.0660151566095078,151.4803647161194,9.99999999999998,2025-11-03,
CRL,0.11524052363923269,173.5500618047445,19.999999999999954,2025-11-06,
CMG,0.4739291856078932,31.65029809413404,15.0,2025-11-04,
CI,0.0590610376877377,253.97454205438527,14.999999999999972,2025-11-04,
CMCSA,0.3659562545526229,27.3256704198836,10.0,2025-11-03,
CAG,0.290866773976753,17.190000534057617,5.0,2025-11-01,
CPAY,0.0382532614158993,261.41561869136865,9.999999999999975,2025-11-03,
CSGP,0.1441946162402318,69.3507168349458,9.999999999999993,2025-11-03,
CCI,0.1116377567824695,89.57542939066198,9.999999999999993,2025-11-03,
CVS,0.0639795253023031,78.1500015258789,4.999999999999995,2025-11-01,
DVA,0.0842537485799752,118.68908112151009,9.999999999999991,2025-11-03,
DECK,0.1863387607296198,80.4985497449197,14.99999999999999,2025-11-04,
DAL,0.0871383741186158,57.380001068115234,5.0,2025-11-01,
DXCM,0.3357646876665586,59.56552530581062,19.999999999999993,2025-11-05,
DOW,0.8690432649788823,23.0138139330566,20.0,2025-11-06,
DHI,0.0681333341384811,146.77103544756787,9.999999999999996,2025-11-03,
EMN,0.1704432682468012,58.67054828777415,9.999999999999993,2025-11-03,
EBAY,0.182742303893481,82.08280009834705,14.99999999999999,2025-11-04,
ECL,0.0195007804954107,256.3999938964844,4.999999999999985,2025-11-01,
ELV,0.0475295424515746,315.5931916509128,14.999999999999977,2025-11-04,
EME,0.022385148256873,670.087141164877,14.99999999999996,2025-11-04,
EFX,0.0476094743244395,210.04222671844653,9.99999999999998,2025-11-03,
EQR,0.0841184407052338,59.43999862670898,4.999999999999998,2025-11-01,
ERIE,0.0519299982764671,288.8503850922989,14.99999999999994,2025-11-05,
EG,0.0158972407943924,314.5199890136719,4.999999999999994,2025-11-01,
EXR,0.1135962056430343,132.0466640156636,14.999999999999979,2025-11-04,
FFIV,0.0604746394638259,248.0378574058716,14.999999999999943,2025-11-04,
FDS,0.05737645443907864,261.43128129199255,14.999999999999963,2025-11-06,
FIS,0.1605286209852118,62.29418740799635,10.0,2025-11-03,
FI,0.3106543270593642,64.38023957148394,19.999999999999993,2025-11-06,
GRMN,0.0714318533993609,209.99035144920649,14.99999999999999,2025-11-04,
GNRC,0.12500355125313117,159.99545452512893,19.99999999999997,2025-11-06,
GPN,0.1290253288500175,77.50416208296791,9.999999999999991,2025-11-03,
DOC,0.2785515201939864,17.950000762939453,5.0,2025-11-01,
HSY,0.0905331176567037,165.68522534349373,14.999999999999984,2025-11-04,
HRL,0.4647432816402174,21.51725564424949,9.999999999999998,2025-11-03,
ICE,0.0684934209058914,145.99942399927394,9.999999999999973,2025-11-03,
IP,0.677019672057203,36.92654886088404,24.999999999999996,2025-11-06,
IPG,0.1948558078617551,25.65999984741211,4.999999999999999,2025-11-01,
KDP,0.3718171766489625,26.894938233155187,9.999999999999998,2025-11-03,
KIM,0.4888661937548274,20.455495036777133,10.0,2025-11-03,
KR,0.1576056794251254,63.449490122916224,9.999999999999995,2025-11-03,
LH,0.0196881393440559,253.9600067138672,4.9999999999999885,2025-11-01,
LW,0.0809978946554008,61.72999954223633,4.999999999999998,2025-11-01,
LIN,0.0240905389809156,415.1007168383367,9.99999999999996,2025-11-03,
LULU,0.0907639294369137,165.26388944438412,14.999999999999988,2025-11-04,
LYB,0.22456192601452052,44.53114638566727,9.999999999999996,2025-11-06,
MMC,0.0280662372792743,178.14999389648438,4.999999999999998,2025-11-01,
MAS,0.1559607080103434,64.11871379384085,9.999999999999991,2025-11-03,
META,0.0234559511618867,639.4965566083396,14.999999999999927,2025-11-04,
MOH,0.0998060733506626,150.29145518327712,14.999999999999979,2025-11-04,
MDLZ,0.1748210786240505,57.20134024287089,9.999999999999996,2025-11-03,
MPWR,0.0200632343668421,996.8482466143756,19.99999999999983,2025-11-05,
MOS,0.9445697403663954,26.467076946909792,24.999999999999993,2025-11-06,
MSI,0.0503768048631131,397.0081082820778,19.999999999999908,2025-11-05,
NEE,0.0614250602736215,81.4000015258789,4.999999999999994,2025-11-01,
NKE,0.238731647306955,62.83205502583986,14.999999999999991,2025-11-04,
NXPI,0.0239097174672277,209.1199951171875,4.999999999999989,2025-11-01,
OMC,0.066648896610716,75.0199966430664,4.999999999999995,2025-11-01,
ORCL,0.0792258252828264,252.44293673940848,19.999999999999975,2025-11-06,
PKG,0.0512259720246926,195.2134748205393,9.999999999999979,2025-11-03,
PSKY,0.9836452434790588,15.249400227816324,15.000000000000002,2025-11-04,
PAYX,0.0862982116028105,115.87725648389116,9.999999999999984,2025-11-03,
PAYC,0.08456204746038606,177.38454129823276,14.99999999999997,2025-11-06,
PM,0.0346428319584776,144.3300018310547,4.999999999999992,2025-11-01,
POOL,0.09715243219986493,257.3275772300707,24.999999999999947,2025-11-06,
PPG,0.1038879495521465,96.2575548281516,9.99999999999999,2025-11-03,
PSA,0.0360225058468953,277.6042300472509,9.999999999999963,2025-11-03,
RL,0.0317615519719163,314.8460758102128,9.999999999999975,2025-11-04,
REG,0.0725163193807432,68.94999694824219,4.999999999999999,2025-11-01,
RSG,0.0484069507426463,206.58190294126544,9.999999999999975,2025-11-03,
RCL,0.07594677546543936,263.3423193734044,19.999999999999964,2025-11-06,
SW,0.2727057383365485,36.669562074483785,9.999999999999996,2025-11-03,
LUV,0.1650165058052014,30.299999237060547,5.0,2025-11-01,
SWK,0.1492482082728343,67.00247939807375,10.0,2025-11-03,
SBUX,0.1863491062002103,80.49408073835485,14.999999999999991,2025-11-04,
SYK,0.0140354820824872,356.239990234375,4.999999999999985,2025-11-01,
TGT,0.1086363787836101,92.05019637039564,9.999999999999993,2025-11-03,
TTD,0.41404957765697187,48.30339427750707,19.999999999999993,2025-11-06,
TYL,0.0212439915539464,470.7213319401973,9.99999999999995,2025-11-03,
UDR,0.148411997738583,33.689998626708984,4.999999999999998,2025-11-01,
UNH,0.07554567857897936,330.9256130893527,24.999999999999922,2025-11-06,
VLTO,0.0506688283799868,98.68000030517578,4.9999999999999964,2025-11-01,
VRSK,0.0460461175310442,217.17357588852053,9.999999999999963,2025-11-03,
VST,0.0534437662458537,187.11256152864823,9.999999999999995,2025-11-04,
WRB,0.0700869113634137,71.33999633789062,4.999999999999998,2025-11-01,
WM,0.0250287825652775,199.7700042724609,4.999999999999981,2025-11-01,
WYNN,0.0420203385979084,118.98999786376952,4.999999999999992,2025-11-01,
ABBV,0.0235283051585564,212.509994506836,4.999999999999981,2025-11-03,
ADBE,0.0148117424282831,337.57000732421875,4.999999999999967,2025-11-03,
AMCR,0.6349206349206349,7.875,5.0,2025-11-03,
AZO,0.0014019562629349,3566.445068359375,4.999999999999713,2025-11-03,
BX,0.0348626416387909,143.4199981689453,4.999999999999988,2025-11-03,
BXP,0.0711035270435022,70.31999969482422,5.0,2025-11-03,
CHTR,0.0681535729764604,220.09117563331347,14.999999999999991,2025-11-06,
CLX,0.0925858540427055,108.00786041664061,9.999999999999996,2025-11-06,
COIN,0.048245931993306033,310.907041905236,14.999999999999964,2025-11-06,
DASH,0.08801025821791092,227.24623702933022,19.999999999999943,2025-11-06,
EL,0.21906239086181928,91.29819099169622,19.999999999999986,2025-11-06,
GEHC,0.0675949698186644,73.97000122070312,4.999999999999997,2025-11-03,
GPC,0.0404498015962414,123.61000061035156,4.999999999999999,2025-11-03,
KMB,0.1982774780248152,100.8687431332817,19.999999999999993,2025-11-06,
LEN,0.0414130117590052,120.73500061035156,4.999999999999989,2025-11-03,
MRK,0.0606170814451387,82.48500061035156,4.9999999999999964,2025-11-03,
MHK,0.1367588413662138,109.68212256078488,14.999999999999998,2025-11-06,
NVR,0.0007081250363484,7060.89990234375,4.999999999999582,2025-11-03,
OKE,0.0763358778625954,65.5,4.999999999999998,2025-11-03,
PYPL,0.0731475349930302,68.3550033569336,4.9999999999999964,2025-11-03,
SOLS,0.2271863958628045,44.01672011223284,9.999999999999998,2025-11-04,
TMUS,0.0246244763597737,203.0500030517578,4.999999999999988,2025-11-03,
TPR,0.1439571913128288,104.19764280760356,14.999999999999986,2025-11-06,
TSCO,0.095638869868911,52.27999877929688,5.0,2025-11-03,
WY,0.221827852569234,22.540000915527344,4.999999999999999,2025-11-03,
AES,0.3732875495606989,13.39449977874756,5.0,2025-11-04,
ALB,0.16533185536829229,90.72661748448948,14.999999999999993,2025-11-06,
ANET,0.1048622228715036,143.04484102326097,14.999999999999993,2025-11-06,
AXON,0.02328069548492484,644.3106482670612,14.999999999999968,2025-11-06,
BBY,0.0628535488144084,79.55000305175781,4.9999999999999964,2025-11-04,
AVGO,0.0141159202750329,354.2099914550781,4.999999999999967,2025-11-04,
CCL,0.38107868527743005,26.241299727167565,10.0,2025-11-06,
CAT,0.0091207586440397,548.2000122070312,4.999999999999949,2025-11-04,
CDW,0.10446689155390376,143.58616186315976,14.999999999999982,2025-11-06,
CEG,0.028072299161195764,356.2230490127767,9.999999999999968,2025-11-06,
GLW,0.0584590210611611,85.52999877929688,4.999999999999999,2025-11-04,
DELL,0.06565414358857229,152.31331113944466,9.999999999999988,2025-11-06,
FCX,0.25612441592595603,39.04352485821163,10.0,2025-11-06,
IT,0.0440336023366822,227.0992939332942,9.999999999999982,2025-11-06,
HPQ,0.38234501240948393,26.1543885115211,9.999999999999998,2025-11-06,
INTC,0.2673261726045485,37.40748577877874,10.0,2025-11-06,
JBL,0.0238231364764441,209.8800048828125,4.9999999999999964,2025-11-04,
MPC,0.0269890972053089,185.259994506836,4.999999999999989,2025-11-04,
MSFT,0.0097200617470719,514.4000244140625,4.9999999999999805,2025-11-04,
NCLH,0.8087939975953107,18.54613170300186,15.0,2025-11-06,
NRG,0.0295980596506402,168.92999267578125,4.999999999999986,2025-11-04,
NUE,0.0346200442745231,144.4250030517578,4.999999999999989,2025-11-04,
PLTR,0.054964087994944046,181.93697675689359,9.99999999999999,2025-11-06,
STX,0.0198333989644844,252.1000061035156,4.999999999999977,2025-11-04,
SWKS,0.20680991486874,72.53037171607723,15.0,2025-11-06,
STLD,0.0328860840620415,152.0399932861328,4.999999999999989,2025-11-04,
SMCI,0.34625170685001916,43.32108608636355,14.999999999999996,2025-11-06,
SNPS,0.03680896252664614,407.50944798135447,14.99999999999993,2025-11-06,
UAL,0.0548877538064476,91.09500122070312,4.9999999999999964,2025-11-04,
ADM,0.175724179802713,56.907364776020486,10.0,2025-11-06,
HUM,0.039030061669330866,256.21276452806154,9.99999999999999,2025-11-06,
LYV,0.07295054577113336,137.07916636254984,9.999999999999996,2025-11-06,
MRNA,0.4194524288045247,23.840605783356303,10.0,2025-11-06,
NOW,0.011491963996078713,870.1732796423781,9.999999999999943,2025-11-06,
AMD,0.020931888065502093,238.8699951171875,5.0,2025-11-06,
TECH,0.08569714449205978,58.345001220703125,5.0,2025-11-06,
CPRT,0.12518778597694696,39.939998626708984,5.0,2025-11-06,
EMR,0.0378701813695997,132.02999877929688,5.0,2025-11-06,
FTNT,0.06227425511254473,80.29000091552734,5.0,2025-11-06,
GEV,0.009062108296397756,551.7479858398438,5.0,2025-11-06,
LKQ,0.16548072066025635,30.21500015258789,5.0,2025-11-06,
NWS,0.17430713240683465,28.684999465942383,5.0,2025-11-06,
NVDA,0.026557602839186695,188.27000427246094,5.0,2025-11-06,
PTC,0.028658221843393242,174.47000122070312,5.0,2025-11-06,
HOOD,0.03920185089012296,127.54499816894531,5.0,2025-11-06,
CRM,0.020846361779294997,239.85000610351562,5.0,2025-11-06,
WDAY,0.022202978917740295,225.19500732421875,5.0,2025-11-06,
